CustomerID,Recency,Frequency,MonetaryValue,Age,Gender_F,Gender_M,AOV,AvgTimeBetweenPurchases,LongestPurchaseStreak,ServiceRatio,ProductRatio,Cluster,ClusterLabel
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0001,63,10,904.28,58,True,False,90.428,32.55555555555556,2,0.8,0.2,0,Cluster 0
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0002,1,12,938.19,26,True,False,78.1825,87.72727272727273,1,0.6666666666666666,0.3333333333333333,3,Cluster 3
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0003,53,20,1611.37,20,True,False,80.5685,21.05263157894737,3,0.55,0.45,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0004,29,10,648.38,53,True,False,64.838,100.0,2,0.5,0.5,0,Cluster 0
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0005,15,10,887.4300000000001,46,False,True,88.74300000000001,39.0,1,0.5,0.5,4,Cluster 4
Cust0006,87,7,342.05,35,True,False,48.864285714285714,70.33333333333333,1,1.0,0.0,1,Cluster 1
Cust0006,87,7,342.05,35,True,False,48.864285714285714,70.33333333333333,1,1.0,0.0,1,Cluster 1
Cust0006,87,7,342.05,35,True,False,48.864285714285714,70.33333333333333,1,1.0,0.0,1,Cluster 1
Cust0006,87,7,342.05,35,True,False,48.864285714285714,70.33333333333333,1,1.0,0.0,1,Cluster 1
Cust0006,87,7,342.05,35,True,False,48.864285714285714,70.33333333333333,1,1.0,0.0,1,Cluster 1
Cust0006,87,7,342.05,35,True,False,48.864285714285714,70.33333333333333,1,1.0,0.0,1,Cluster 1
Cust0006,87,7,342.05,35,True,False,48.864285714285714,70.33333333333333,1,1.0,0.0,1,Cluster 1
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0007,10,11,965.26,42,True,False,87.75090909090909,60.2,1,0.6363636363636364,0.36363636363636365,3,Cluster 3
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0008,74,9,815.5500000000001,64,False,True,90.61666666666667,86.625,1,0.5555555555555556,0.4444444444444444,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0009,85,11,746.9300000000001,53,False,True,67.90272727272728,89.1,1,0.7272727272727273,0.2727272727272727,4,Cluster 4
Cust0010,19,7,354.46000000000004,63,True,False,50.63714285714286,64.83333333333333,1,0.8571428571428571,0.14285714285714285,1,Cluster 1
Cust0010,19,7,354.46000000000004,63,True,False,50.63714285714286,64.83333333333333,1,0.8571428571428571,0.14285714285714285,1,Cluster 1
Cust0010,19,7,354.46000000000004,63,True,False,50.63714285714286,64.83333333333333,1,0.8571428571428571,0.14285714285714285,1,Cluster 1
Cust0010,19,7,354.46000000000004,63,True,False,50.63714285714286,64.83333333333333,1,0.8571428571428571,0.14285714285714285,1,Cluster 1
Cust0010,19,7,354.46000000000004,63,True,False,50.63714285714286,64.83333333333333,1,0.8571428571428571,0.14285714285714285,1,Cluster 1
Cust0010,19,7,354.46000000000004,63,True,False,50.63714285714286,64.83333333333333,1,0.8571428571428571,0.14285714285714285,1,Cluster 1
Cust0010,19,7,354.46000000000004,63,True,False,50.63714285714286,64.83333333333333,1,0.8571428571428571,0.14285714285714285,1,Cluster 1
Cust0011,17,12,1273.43,23,True,False,106.11916666666667,40.27272727272727,2,0.6666666666666666,0.3333333333333333,0,Cluster 0
Cust0011,17,12,1273.43,23,True,False,106.11916666666667,40.27272727272727,2,0.6666666666666666,0.3333333333333333,0,Cluster 0
Cust0011,17,12,1273.43,23,True,False,106.11916666666667,40.27272727272727,2,0.6666666666666666,0.3333333333333333,0,Cluster 0
Cust0011,17,12,1273.43,23,True,False,106.11916666666667,40.27272727272727,2,0.6666666666666666,0.3333333333333333,0,Cluster 0
Cust0011,17,12,1273.43,23,True,False,106.11916666666667,40.27272727272727,2,0.6666666666666666,0.3333333333333333,0,Cluster 0
Cust0011,17,12,1273.43,23,True,False,106.11916666666667,40.27272727272727,2,0.6666666666666666,0.3333333333333333,0,Cluster 0
Cust0011,17,12,1273.43,23,True,False,106.11916666666667,40.27272727272727,2,0.6666666666666666,0.3333333333333333,0,Cluster 0
Cust0011,17,12,1273.43,23,True,False,106.11916666666667,40.27272727272727,2,0.6666666666666666,0.3333333333333333,0,Cluster 0
